Project,Point1,Point2,Point3,Point4,Point5,Point6,Point7,Point8,Point9,Point10
Linear_V,0.0,2.0,4.0,6.0,8.0,10.0
Linear_I,0.0,10.0,20.0,30.1,40.2,50.3
NonLinear_V,0.1,0.2,0.3,0.4,0.5,0.55,0.6,0.65,0.7,0.71
NonLinear_I,0.0,0.0,0.0,0.0,0.1,0.4,1.4,4.1,12.7,15.9
IdealSource_I,0.0,10.0,20.0,30.0,40.0
IdealSource_V,10.0,10.0,10.0,10.0,10.0
ActualSource_I,0.0,10.0,20.0,30.0,40.0
ActualSource_V,10.0,9.49,8.98,8.47,7.96
